image_id,wall_type,indoor,description_en,description_bn,color_idea
image_224,bulletin_board,1,"Retro disco-themed backdrop decoration for a music or dance event. Components used include black felt silhouettes of 70s dancers, large musical note cutouts, a miniature electric guitar prop, vinyl record cutouts, and roller-skating silhouette figures at the top. Materials used comprise cut felt fabric, printed cardstock props, plastic vinyl record props, and adhesive mounted on a beige carpet backdrop.","একটি গান ও নাচের অনুষ্ঠানের জন্য তৈরি রেট্রো ডিস্কো থিমযুক্ত দেয়াল সজ্জা। এতে ৭০-এর দশকের নৃত্যশিল্পীর কালো সিলুয়েট, মিউজিক্যাল নোটের কাটআউট, মিনি গিটার, ভিনাইল রেকর্ডের প্রপস এবং নর্তকীর চিত্র ব্যবহার করা হয়েছে। উপকরণ হিসেবে ফেল্ট কাপড়, প্রিন্ট করা কার্ডস্টক, প্লাস্টিকের রেকর্ড এবং টেক্সচার্ড কার্পেট ব্যাকড্রপ ব্যবহার করা হয়েছে।","black, yellow, pink, blue"
image_225,bulletin_board,1,"Educational bulletin board decoration focusing on positive values and mindset. Components used include central 3D layered profile silhouettes of human faces in vibrant warm tones, surrounding colorful speech bubble cutouts and starburst shapes containing inspirational value words. Materials used consist of layered colored cardstock, corrugated foam sheets, printed paper strips, and adhesive mounted on a blue backdrop board.","ইতিবাচক মূল্যবোধ ও মানসিকতা প্রকাশের জন্য তৈরি শিক্ষামূলক নোটিশ বোর্ড সজ্জা। এতে বিভিন্ন স্তরের রঙিন মানুষের মুখের অবয়ব এবং চারপাশের স্পিচ বাবল ও তারার আকৃতির ভেতরের অনুপ্রাণিত করার মতো বাণী সম্বলিত কাটআউট ব্যবহার করা হয়েছে। উপকরণ হিসেবে রঙিন কার্ডস্টক, ঢেউখেলানো ফোম শিট এবং নীল ডিসপ্লে বোর্ড ব্যবহার করা হয়েছে।","blue, orange, yellow, red"
image_226,backdrop_board,0,"Stage and photobooth backdrop setup for an alumni gathering ('ALUMNI MEET'). Components used include a dark central backdrop panel with radiating multicolored fabric drapery rays, hanging title banners with motivational quotes overhead, and a standing arch-shaped photo frame cutout decorated with hand-painted floral motifs. Materials used comprise draped fabric ribbons/satin, printed backdrop canvas, painted cardboard photobooth frame, and suspended paper banners.","একটি প্রাক্তন শিক্ষার্থী পুনর্মিলনী ('ALUMNI MEET') অনুষ্ঠানের জন্য তৈরি মঞ্চ ও ফটোবুথ সজ্জা। এতে সূর্যরশ্মির মতো ছড়ানো রঙিন কাপড়ের পর্দার ব্যাকড্রপ, ওপর থেকে ঝুলন্ত বাণীর ব্যানার এবং হাতে আঁকা ফুলের নকশাসহ একটি তোরণ আকৃতির ফটো প্রপস ফ্রেম ব্যবহার করা হয়েছে। উপকরণ হিসেবে ফ্যাব্রিক বা সুতি কাপড়, ব্যাকড্রপ ক্যানভাস, আঁকা কার্ডবোর্ডের ফটোফ্রেম এবং ঝুলন্ত পেপার ব্যানার ব্যবহার করা হয়েছে।","yellow, red, blue, green"
image_227,painted_wall,1,"Graduation celebration floor display setup featuring two stacked black box towers spelling 'CLASS' and '2025' in green paper letters. Flanked by organic balloon garland columns with sage green, white, metallic gold, and confetti balloons.","একটি গ্র্যাজুয়েশন উদযাপনের ফ্লোর সজ্জা যেখানে দুটি কালো বক্স টাওয়ারে সবুজ অক্ষরের 'CLASS' এবং '2025' লেখা রয়েছে। চারপাশে জলপাই সবুজ, সাদা, সোনালী এবং কনফেটি বেলুনের স্তম্ভ দিয়ে সাজানো হয়েছে।","green, black, gold, white"
image_228,bulletin_board,0,"Directional signpost decoration for a carnival event featuring colorful arrow cutouts spelling 'EVENT', 'DANCE', 'FOOD', 'FUN', and 'GAMES'. Topped with a red marquee banner titled 'WELCOME TO CARNIVAL'.","কার্নিভাল বা উৎসবের জন্য তৈরি একটি দিকনির্দেশক সাইনপোস্ট সজ্জা। এতে 'EVENT', 'DANCE', 'FOOD', 'FUN', 'GAMES' লেখার জন্য রঙিন তীরের আকৃতির কাটআউট এবং ওপরে লাল মার্কি ব্যানার ব্যবহার করা হয়েছে।","red, blue, yellow, pink"
image_229,bulletin_board,1,"Music event backdrop display board titled 'DYNAMITE Vocalist'. Uses a dark fabric background embellished with golden stars, a large treble clef cutout, red electric guitar prop, microphone cutout, vinyl record shapes, and metallic waves.","একটি সংগীত বা ভোকাল প্রতিযোগিতার ('DYNAMITE Vocalist') ব্যাকড্রপ সজ্জা। কালো কাপড়ের ব্যাকগ্রাউন্ডে সোনালী তারা, মিউজিক্যাল নোট (ট্রেবল ক্লিফ), লাল গিটার, মাইক্রোফোন প্রপস এবং ভিনাইল রেকর্ড দিয়ে সাজানো হয়েছে।","black, gold, red, white"
image_230,backdrop_board,0,"Outdoor sports day decoration board setup featuring individual letter posters spelling 'SPORTS' decorated with star cutouts. Includes handmade sports balls (volleyball, baseball, basketball, soccer, cricket ball) on pedestal boxes below.","ক্রীড়া প্রতিযোগিতার জন্য তৈরি বহিরাঙ্গন ডিসপ্লে সজ্জা। এতে 'SPORTS' বানানের পৃথক রঙিন পোস্টার বোর্ড, নিচে হাতে তৈরি বিভিন্ন খেলার বল এবং শিক্ষার্থীদের কার্টুন কাটআউট রয়েছে।","yellow, orange, blue, green"
image_231,backdrop_board,0,"Interactive school welcome photo booth frame prop placed on a wooden bench. Features a black-and-white checkered border topped with cloud cutouts reading 'PLAY LEARN AND GROW TOGETHER', side letters for 'WELCOME', and cartoon kids riding a pencil.",স্কুলে নতুনদের স্বাগতম জানানোর জন্য তৈরি ফটো ফ্রেম প্রপস। এতে চেক বর্ডারের ফ্রেমে মেঘের আকৃতিতে 'PLAY LEARN AND GROW TOGETHER' বাণী এবং পেন্সিলে চড়া কার্টুন শিশুদের চিত্র ব্যবহার করা হয়েছে।,"white, black, yellow, red"
image_232,bulletin_board,1,"Chalkboard display board for a quiz contest ('QUIZ COMPETITION') framed with tissue paper flowers. Features colorful speech bubble typography, paper clocks, hourglass cutouts, and question marks.","কুইজ প্রতিযোগিতার জন্য তৈরি সবুজ কাঠের বোর্ড সজ্জা। এর চারপাশে কাগজের তৈরি ফুল, ওপরে 'QUIZ' লেখার স্পিচ বাবল কাটআউট এবং বোর্ডে ঘড়ি, বালিঘড়ি ও প্রশ্নবোধক চিহ্ন সাজানো রয়েছে।","green, white, yellow, pink"
image_233,painted_wall,1,"Wall string banner garland for a sports-themed event with the phrase 'IT'S GAME TIME' in bold black letters. Interspersed with paper cutouts of various sports balls such as basketballs, footballs, baseballs, and soccer balls.","খেলাধুলার থিমযুক্ত স্পোর্টস ইভেন্টের জন্য ঝুলন্ত ফিতা/ব্যানার সজ্জা। সাদা সূতায় গাঢ় অক্ষরে 'IT'S GAME TIME' লেখার কাটআউট এবং মাঝে ছোট ছোট বাস্কেটবল, ফুটবল ও বেসবলের চিত্র দিয়ে সাজানো হয়েছে।","white, black, orange, brown"
image_234,bulletin_board,1,"Debate contest wall decoration ('DEBATE COMPETITION') on a deep red backdrop. Features light green typography, the tagline 'Speak Your mind, make Your Case!', podium cutouts labeled 'A' and 'B', emoji faces, and paper flowers along the bottom.","বিতর্ক প্রতিযোগিতার ('DEBATE COMPETITION') জন্য লাল ব্যাকড্রপ দেয়াল সজ্জা। এতে হালকা সবুজ অক্ষরের শিরোনাম, স্লোগান, 'A' ও 'B' চিহ্নিত পোডিয়াম cutout, ইমোজি এবং নিচে রঙিন কাগজের ফুল ব্যবহার করা হয়েছে।","red, green, blue, orange"
image_235,bulletin_board,0,"Large motivational sports event display board featuring a black runner silhouette holding a torch with 3D multi-colored crepe paper flames. Displayed alongside the quote 'EVERYONE HAS THE FIRE, BUT THE CHAMPIONS KNOW WHEN TO IGNITE THE SPARK.'","খেলাধুলার ইভেন্টের অনুপ্রেরণামূলক ব্যাকড্রপ বোর্ড সজ্জা। এতে মশাল হাতে একজন দৌড়বিদ বা অ্যাথলেটের অবয়ব, থ্রিডি কাগজের শিখা এবং সুন্দর প্রেরণাদায়ক উক্তি রয়েছে।","white, blue, red, yellow"
image_236,bulletin_board,1,"Quiz competition poster display ('NATIONAL SYMBOLS Quiz COMPETITION') framed with patterned border tape. Adorned with hand-drawn paper cutouts of a trophy cup ('1st'), clock, lightbulb, pencil, question mark, and checkmark.","'NATIONAL SYMBOLS Quiz COMPETITION' এর জন্য তৈরি হাতে আঁকা পোস্টার সজ্জা। এর চারপাশে ডটেড বর্ডার টেপ এবং ভেতরে ট্রফি, ঘড়ি, লাইটবাল্ব, পেন্সিল ও টিক চিহ্নের রঙিন চিত্র সম্বলিত কাটআউট রয়েছে।","white, red, yellow, black"
image_237,painted_wall,1,"Studio wall decoration featuring a top banner titled 'SPARK STUDIOS'. Adorned with black musical note cutouts, treble clef, vinyl records, and a colorful rainbow piano keyboard runner running along the floor baseboard.","'SPARK STUDIOS' শিরোনামের একটি স্টুডিও দেয়াল সজ্জা। এতে কালো মিউজিক্যাল নোট, ট্রেবল ক্লিফ, ভিনাইল রেকর্ড এবং মেঝের বর্ডার বরাবর একটি রঙিন রংধনু পিয়ানো কিবোর্ড রানার ব্যবহার করা হয়েছে।","white, rainbow, black, yellow"
image_238,bulletin_board,1,"Vertical sports event welcome board titled 'Welcome to Sport-a-Thon'. Features paper cutouts of sports balls, interlocking paper-ring Olympic symbol, a gold trophy cutout, cheerleader cutout, glittery stars, and stacked colorful arrow signs for event activities ('Play', 'March Past', 'Games', 'Fun', 'Prizes').","'Welcome to Sport-a-Thon' শিরোনামের একটি ক্রীড়া ইভেন্টের ওয়েলকাম বোর্ড। এতে বিভিন্ন খেলার বলের কাটআউট, পেপার-রিং দিয়ে তৈরি অলিম্পিক প্রতীক, ট্রফি, চিয়ারলিডার এবং ইভেন্টের সময়সূচীর জন্য রঙিন তীরের কাটআউট ব্যবহার করা হয়েছে।","white, yellow, red, blue, green"
image_239,painted_wall,1,"Music-themed wall display featuring a large red and brown acoustic/electric guitar prop mounted diagonally. Surrounded by vinyl record cutouts, colorful stars, musical notes, and a 3D accordion paper piano key stand to the side.","সঙ্গীত থিমের একটি দেয়াল সজ্জা যেখানে একটি বড় লাল এবং বাদামী গিটার তির্যকভাবে টানানো রয়েছে। চারপাশে ভিনাইল রেকর্ড, রঙিন তারা, মিউজিক্যাল নোট এবং পাশে থ্রিডি কাগজের তৈরি পিয়ানো কি-এর স্ট্যান্ড রয়েছে।","beige, red, black, gold, blue"
image_240,bulletin_board,1,"Farewell event photo booth frame prop wrapped in dark grey paper. Features sparkly yellow typography reading 'PHOTO BOOTH', adorned with paper cutouts of a film clapboard, camera, vinyl record, masquerade masks, crown, and bottom placards labeled 'Episode. Farewell'.","ফেয়ারওয়েল বা বিদায় সংবর্ধনা অনুষ্ঠানে ছবি তোলার জন্য তৈরি একটি ফটো বুথ ফ্রেম প্রপস। ধূসর রঙের ফ্রেমে চমৎকার চকচকে হলুদ অক্ষরে 'PHOTO BOOTH' লেখা, এবং সিনেমা ক্ল্যাপবোর্ড, ক্যামেরা, ভিনাইল রেকর্ড, মাস্ক ও ট্রফির প্রপ্স দিয়ে সাজানো হয়েছে।","grey, yellow, black, white"
image_241,bulletin_board,1,"Sports activity signage cutouts reading 'PLAY TIME' mounted on a glass panel door. Features bold blue and orange letters framed in black, surrounded by sports ball cutouts including a basketball, soccer balls, volleyball, and American football.","কাচের দরজায় লাগানো খেলাধুলার সাইনেজ কাটআউট যাতে 'PLAY TIME' লেখা রয়েছে। এতে গাঢ় নীল ও কমলা অক্ষরের পাশাপাশি বাস্কেটবল, ফুটবল, ভলিবল এবং আমেরিকান ফুটবলের কাটআউট ব্যবহার করা হয়েছে।","black, blue, orange, white"
image_242,bulletin_board,1,"Stage curtain backdrop decoration for an alumni reunion reading 'WELCOME TO ALUMNI MEET 2022-23'. Uses a deep maroon fabric backdrop decorated with hanging multi-colored paper lanterns, balloon garland frills, and traditional golden decorative cutouts on the sides.","অ্যালুমনি মিটের জন্য প্রস্তুত করা স্টেজ ব্যাকড্রপ সজ্জা যাতে 'WELCOME TO ALUMNI MEET 2022-23' লেখা রয়েছে। গাঢ় লাল কাপড়ের ব্যাকড্রপে রঙিন ঝুলন্ত কাগজের হারিকেন/লণ্ঠন, বেলুন এবং দুই পাশে ঐতিহ্যবাহী গোল্ডেন নকশার কাটআউট ঝুলানো হয়েছে।","maroon, green, white, pink, yellow"
image_243,painted_wall,1,"Sports-themed entrance archway structure around a door titled 'GAME ON!'. Supported by two checkered-pattern cylindrical pillars, topped with a large banner header featuring sports ball cutouts, and a matching black door display with the tagline 'GEARING UP FOR LIFE'S BIG GAME'.","দরজার চারপাশে 'GAME ON!' থিমের তৈরি এন্ট্রান্স আর্চ বা প্রবেশদ্বার সজ্জা। এতে দুটি চেক-প্যাটার্নের স্তম্ভ, ওপরে খেলাধুলার বলের চিত্রসহ ব্যানার এবং দরজায় 'GEARING UP FOR LIFE'S BIG GAME' লেখার বোর্ড রয়েছে।","white, black, red, green"
image_244,backdrop_board,0,"Outdoor event sculpture display built from stacked white cubic boxes spelling 'XENESIS' and '2026'. Topped with a cute black robot cutout, and featuring hand-painted artistic boxes with checkered patterns, flowers, and guitar illustrations at the base.","বহিরাঙ্গন উৎসবের জন্য তৈরি বিভিন্ন বক্সের স্তূপ দিয়ে নির্মিত ভাস্কর্য প্রদর্শনী। সাদা বাক্সে উল্লম্বভাবে 'XENESIS' এবং '2026' লেখা, ওপরে একটি রোবটের কাটআউট এবং নিচে গিটার ও ফুল আঁকা সুন্দর নকশাকৃত বাক্স রয়েছে।","white, black"
image_245,bulletin_board,1,"Framed debate competition bulletin board titled 'DEBATE' in green and red letter cutouts. Set on a yellow poster board with a light blue podium cutout, displaying debate topics such as 'All work & no play makes Jack a dull boy' and 'Moral values are inherited not inculcated'.","কাঠের ফ্রেমে তৈরি বিতর্ক প্রতিযোগিতার নোটিশ/ডিসপ্লে বোর্ড। হলুদ পোস্টার পেপারে সবুজ-লাল কাটআউট অক্ষরে 'DEBATE' লেখা, পাশে একটি নীল পোডিয়াম এবং বিতার্কিকদের বিষয়ে দুটি বিতর্কের টপিক লেখা রয়েছে।","yellow, green, red, blue"
image_246,backdrop_board,0,"Outdoor sports day award and medal display rack stand made of white crossbars. Features a prominent gold trophy cutout labeled '1' in the center, topped with a yellow badge cutout, holding rows of red, green, and blue ribbon medals.","খেলাধুলার পুরস্কার ও মেডেল ঝুলিয়ে রাখার জন্য বহিরাঙ্গনে তৈরি বিশেষ ডিসপ্লে স্ট্যান্ড। সাদা ফ্রেমে তৈরি র্যাকে ১ নম্বর লেখা বড় গোল্ডেন ট্রফি cutout রয়েছে এবং চারপাশে লাল, নীল ও সবুজ ফিতার মেডেল ঝুলিয়ে রাখা হয়েছে।","white, yellow, red, blue, green"
image_247,bulletin_board,0,"Storytelling competition stage display board titled 'IMPACT ENGLISH MEDIUM SCHOOL' and 'STORY TELLING COMPETITION'. Decorated with a jungle theme featuring paper cutouts of a lion, tiger, monkey, duck, dog, elephant, colorful butterflies, hanging paper leaves, and bright paper flowers along the bottom border.","'IMPACT ENGLISH MEDIUM SCHOOL' এবং 'STORY TELLING COMPETITION' শিরোনামের একটি গল্প বলা প্রতিযোগিতার ডিসপ্লে বোর্ড। এতে বনের থিম ব্যবহার করে সিংহ, বাঘ, বানর, হাঁস, কুকুর, হাতি, রঙিন প্রজাপতি, ঝোলানো কাগজের পাতা এবং নিচের সীমানায় উজ্জ্বল কাগজের ফুল দিয়ে সাজানো হয়েছে।","white, green, red, yellow, orange"
image_248,bulletin_board,0,"Motivational sports signage board titled 'EVERYTHING YOU NEED TO WIN IS ALREADY INSIDE YOU' placed on a green playing field. Set on a blue board with gold trimming, featuring an illustration of a raised fist holding a gold medal with the number '1' on a red and yellow ribbon.","সবুজ খেলার মাঠে স্থাপিত একটি অনুপ্রেরণামূলক ক্রীড়া সাইনেজ বোর্ড, যাতে লেখা 'EVERYTHING YOU NEED TO WIN IS ALREADY INSIDE YOU'। গোল্ডেন বর্ডারসহ নীল রঙের এই বোর্ডে একটি মুষ্টিবদ্ধ হাতের চিত্র এবং লাল-হলুদ ফিতায় ১ নম্বর লেখা একটি স্বর্ণপদক প্রদর্শিত হয়েছে।","blue, red, yellow, white, gold"
image_249,backdrop_board,0,"Sports event finish line setup featuring a red floral archway topped with a 'GAME ON!' banner. Includes cardboard cutouts of running children breaking a red ribbon, sports ball props, and a ground banner spelling 'FINISH' flanked by red cones and potted plants.","স্পোর্টস ডে-র ফিনিশ লাইন সজ্জা, যেখানে 'GAME ON!' ব্যানারসহ একটি লাল ফুলের তোরণ রয়েছে। এতে দৌড়ানো শিশুদের কাটআউট, ফিতা ছেঁড়ার দৃশ্য, বিভিন্ন খেলার বলের প্রপস এবং লাল ট্রাফিক কোণ ও টবসহ মাটিতে 'FINISH' লেখা ব্যানার ব্যবহার করা হয়েছে।","red, white, green, orange, blue"
image_250,painted_wall,1,"Music room wall decoration titled 'MUSIC ROOM' written in an arch. Adorned with five framed colorful wall panels showcasing musical instruments including an electric guitar, trumpet, drum kit, piano keyboard, and saxophone.","আর্চ আকারে লেখা 'MUSIC ROOM' শিরোনামের একটি মিউজিক রুমের দেয়াল সজ্জা। এতে ফ্রেমযুক্ত পাঁচটি রঙিন প্যানেলে বৈদ্যুতিক গিটার, ট্রাম্পেট, ড্রাম সেট, পিয়ানো কিবোর্ড এবং স্যাক্সোফোনের চিত্র প্রদর্শিত হয়েছে।","beige, purple, orange, green, yellow, teal"
image_251,brick_wall,1,"Wall display arrangement on a red brick wall featuring eight octagonal boards with gold borders. Displays mechanical engineering event branding and Bengali typographic logos including 'AUST MECHANICAL SOCIETY', gears, engines, robotic arms, and festival names like 'প্রজ্জ্বলন', 'প্রান্তিক', and 'প্রকম্পন'.","লাল ইটের দেয়ালে সাজানো আটটি অষ্টভুজাকৃতির বোর্ডের একটি প্রদর্শনীবোর্ড। এতে 'AUST MECHANICAL SOCIETY'-এর লোগোসহ বিভিন্ন যান্ত্রিক গিয়ার, ইঞ্জিন, রোবোটিক আর্ম এবং 'প্রজ্জ্বলন', 'প্রান্তিক', 'প্রকম্পন', 'আলোড়ন' ও 'নাবোদয়' লেখা বাংলা টাইপোগ্রাফিক ডিজাইন প্রদর্শিত হয়েছে।","red, white, black, gold"
image_252,brick_wall,1,Sports and mechanical-themed wall display on a red brick background featuring a large yellow gear outline surrounding a soccer ball motif. Accompanied by smaller black and yellow gears scattered around and faded stencil background lettering reading 'CARNIVAL SEASON'.,"লাল ইটের দেয়ালের ওপর তৈরি খেলাধুলা ও মেকানিকাল থিমের দেয়াল সজ্জা। এতে একটি বড় হলুদ গিয়ারের মাঝে ফুটবলের নকশা রয়েছে, যার চারপাশে ছোট ছোট কালো ও হলুদ গিয়ার এবং ব্যাকগ্রাউন্ডে 'CARNIVAL SEASON' লেখা রয়েছে।","red, yellow, black, white"
image_253,brick_wall,1,"Mechanical engineering-themed photo frame prop standing on wooden legs against a red brick wall. Features a white frame border titled 'MECHANICAL' in bold black letters, decorated with teal and white gear cutouts at the corners.",লাল ইটের দেয়ালের সামনে কাঠের স্ট্যান্ডের ওপর রাখা মেকানিক্যাল ইঞ্জিনিয়ারিং থিমের একটি ফটো ফ্রেম প্রপ্স। সাদা ফ্রেমের ওপরে গাঢ় কালো অক্ষরে 'MECHANICAL' লেখা এবং কোণগুলোতে নীল ও সাদা রঙের গিয়ার কাটআউট দিয়ে সাজানো হয়েছে।,"white, black, teal, red"
image_254,brick_wall,1,"Circular memory photo wall display mounted on a red brick wall. Features a large round central board filled with small printed event photos surrounding a central event logo, with additional photos pinned extending radially onto the brick wall around it.",লাল ইটের দেয়ালে টানানো একটি গোলাকার স্মৃতিচিত্র বা ফটো কোলাজ ডিসপ্লে। কেন্দ্রের ইভент লোগোটিকে ঘিরে অসংখ্য ছোট ছোট ছবি বৃত্তাকারে সাজানো হয়েছে এবং বেশ কিছু ছবি বাইরের দেয়ালেও ছড়িয়ে পিন দিয়ে লাগানো রয়েছে।,"red, white, black, gold"
image_255,brick_wall,1,Sports-themed wall art display on a red brick wall featuring black silhouette cutouts of two soccer players—one running to kick and another sliding—flanking a classic black and white soccer ball.,লাল ইটের দেয়ালে সাজানো ক্রীড়া থিমের দেয়াল শিল্প। এতে দুই ফুটবল খেলোয়াড়ের (একজন কিক করছে এবং অন্যজন স্লাইড করছে) কালো সিলুয়েট কাটআউট এবং মাঝখানে একটি ঐতিহ্যবাহী সাদা-কালো ফুটবল প্রদর্শিত হয়েছে।,"red, black, white"
image_256,bulletin_board,1,"Classroom soft display board titled 'STORY TELLING COMPETITION' made with colorful creative letter cutouts styled as cartoon animals and clock shapes. Decorated with a paper tree prop, pencil cutout, school bus, flowers, and a cutout of a boy reading a book at the bottom.","ক্লাসরুমের সফট ডিসপ্লে বোর্ড যাতে 'STORY TELLING COMPETITION' শিরোনামটি কার্টুন পশু ও ঘড়ির আকৃতির রঙিন কাগজের কাটআউটে লেখা রয়েছে। বোর্ডের চারপাশে কাগজের তৈরি গাছ, পেন্সিল, স্কুল বাস, ফুল এবং নিচে বই পড়া একটি ছেলের কাটআউট রয়েছে।","black, yellow, green, red, blue, purple"
image_257,backdrop_board,1,"Stage backdrop display titled 'Story Telling Activity' decorated with a vibrant jungle and wildlife theme. Features large paper cutouts of a giraffe, monkey, flamingo, tiger cub, two children holding microphones, a smiling sun wearing glasses, and lush greenery.","'Story Telling Activity' শিরোনামের একটি মঞ্চের ব্যাকড্রপ ডিসপ্লে বোর্ড, যা বনাঞ্চল ও বন্যপ্রাণীর থিমে সুন্দরভাবে সাজানো হয়েছে। এতে জিরাফ, বানর, ফ্লেমিঙ্গো, বাঘের ছানা, মাইক্রোফোন হাতে দুটি শিশু, চশমা পরা একটি সূর্য এবং সবুজ গাছপালার কাগজের কাটআউট রয়েছে।","green, yellow, orange, blue, brown, red"
image_258,backdrop_board,1,"Creative display board titled 'Story Telling Competition' set against a black background with a border of colorful paper flowers. Adorned with cutouts of a clown kite, peacock, crocodile, crow sitting on a pot, tree, and butterflies.","কালো ব্যাকগ্রাউন্ডের ওপর 'Story Telling Competition' শিরোনামের একটি দৃষ্টিনন্দন ডিসপ্লে বোর্ড, যার চারপাশের সীমানা রঙিন কাগজের ফুল দিয়ে সাজানো। এতে জোকার ঘুড়ি, ময়ূর, কুমির, কলসির ওপর বসা কাক, গাছ এবং প্রজাপতির কাটআউট রয়েছে।","black, yellow, green, pink, blue, orange"
image_259,backdrop_board,0,Tri-fold memory photo display board titled 'MEMORIES ARE TIMELESS TREASURES OF THE heart' written in white cursive calligraphy. Features numerous photo prints pinned across the side panels and strung with jute twines across the black center panel.,সাদা ক্যালিগ্রাফিতে 'MEMORIES ARE TIMELESS TREASURES OF THE heart' লেখা একটি ত্রি-ফোল্ড স্মৃতির ফটো ডিসপ্লে বোর্ড। কালো ব্যাকগ্রাউন্ডের এই বোর্ডের দুই পাশের প্যানেলে এবং মাঝখানে পাটের সুতো দিয়ে ঝুলিয়ে রাখা অসংখ্য ছবি প্রদর্শিত হয়েছে।,"black, white, brown, yellow"
image_260,bulletin_board,0,"Outdoor directional signage board titled 'Welcome To Family Fun Fair' topped with a yellow framed banner. Features colorful directional arrows for 'Face Painting', 'Games', 'Rides', and 'Food & Drinks', styled with cute cartoon characters and red fringe along the bottom.","বাইরে উঠোনে স্থাপিত একটি দিকনির্দেশক সাইনেজ বোর্ড, যার শীর্ষে 'Welcome To Family Fun Fair' লেখা ব্যানার রয়েছে। এতে 'Face Painting', 'Games', 'Rides' এবং 'Food & Drinks' নির্দেশক রঙিন তীরচিহ্ন এবং নিচে লাল ঝালর রয়েছে।","red, yellow, green, blue, black"
image_261,bulletin_board,1,"Indoor directional signpost topped with a circular sign reading 'WELCOME TO CARNIVAL' flanked by colorful paper balloon cutouts. Includes arrow-shaped signs indicating sections like 'FOOD', 'GAMES', 'RIDES', 'TATTOOS', 'PRIZES', 'LUCKY DRAW', and 'SCIENCE EXHIBITION'.","ইনডোর সজ্জার অংশ হিসেবে তৈরি দিকনির্দেশক কাঠের সাইনপোস্ট, যার শীর্ষে রঙিন কাগজের বেলুন ও 'WELCOME TO CARNIVAL' লেখা বৃত্তাকার বোর্ড রয়েছে। এতে 'FOOD', 'GAMES', 'RIDES', 'TATTOOS', 'PRIZES', 'LUCKY DRAW' এবং 'SCIENCE EXHIBITION' নির্দেশক বিভিন্ন তীরচিহ্ন রয়েছে।","yellow, blue, red, green, white"
image_262,bulletin_board,1,"Farewell event directional signpost featuring a red shield top board titled 'WELCOME To FAREWELL'. Stacked with arrow cutouts guiding attendees toward 'EVENT', 'DANCE', 'FOOD', 'FUN', and 'GAMES'.","ফেয়ারওয়েল অনুষ্ঠানের জন্য তৈরি দিকনির্দেশক সাইনপোস্ট, যার শীর্ষে লাল ঢাল আকৃতির বোর্ডে 'WELCOME To FAREWELL' লেখা রয়েছে। এর নিচে 'EVENT', 'DANCE', 'FOOD', 'FUN' এবং 'GAMES' নির্দেশক তীরচিহ্ন সংযুক্ত করা হয়েছে।","red, blue, pink, yellow, brown"
image_263,backdrop_board,1,"Musical themed entrance decor featuring a green bamboo archway and yellow curtain. Flanked by large props including a wooden acoustic guitar cutout, a colorful hand drum (dhol), paper flowers, peace symbols, and colorful picket fences.","সবুজ বাঁশের খিলান ও হলুদ পর্দা দিয়ে তৈরি একটি সঙ্গীতভিত্তিক প্রবেশদ্বার সজ্জা। এর দুই পাশে বড় আকারের কাঠের একোস্টিক গিটার ও রঙিন ঢোলের কাটআউট, পেপার ফ্লাওয়ার, পিস বা শান্তির প্রতীক এবং রঙিন কাঠের বেড়া রয়েছে।","green, yellow, brown, pink, blue"
image_264,bulletin_board,1,"Investiture ceremony display board set on a black background titled 'Investiture ceremony' in yellow script. Features a 3D silver torch prop with paper flames, surrounded by stylized colorful figures, golden stars, and house flags representing water, earth, fire, and air.","কালো ব্যাকগ্রাউন্ডের ওপর 'Investiture ceremony' শিরোনামের একটি ডিসপ্লে বোর্ড। এতে কাগজের শিখাসহ একটি ত্রিমাত্রিক রূপালী মশাল, রঙিন মানুষের সিলুয়েট, সোনালী তারকা এবং পানি, মাটি, আগুন ও বায়ুর প্রতীক সম্বলিত হাউস ফ্ল্যাগ প্রদর্শন করা হয়েছে।","black, yellow, red, blue, silver, gold"
image_265,bulletin_board,1,"Music themed display board titled 'TIME & TUNE' on a light green background adorned with black musical notes. Features crafted props of traditional Indian instruments including a sitar, dholak, tabla, and flute, positioned under a university seal on the wall.","হালকা সবুজ ব্যাকগ্রাউন্ডে 'TIME & TUNE' শিরোনামের মিউজিক থিমযুক্ত ডিসপ্লে বোর্ড। এতে সেতার, ঢোলক, তবলা ও বাঁশির চমৎকার কাটআউট প্রপ্স এবং মিউজিক্যাল নোটের নকশা ব্যবহার করা হয়েছে।","mint green, brown, yellow, pink, black"
image_266,bulletin_board,1,"Quiz competition display board on a black background titled 'QUIZ COMPETITION' with mottos 'THINK • CHALLENGE • WIN' and 'BE SMART. BE FAST. BE THE CHAMPION!'. Decorated with yellow light bulbs, red and yellow question marks, a brain silhouette, and stacked books.","কালো ব্যাকগ্রাউন্ডে 'QUIZ COMPETITION' লেখা কুইজ প্রতিযোগিতার সাইনেজ বোর্ড, যাতে 'THINK • CHALLENGE • WIN' এবং 'BE SMART. BE FAST. BE THE CHAMPION!' বার্তা রয়েছে। এতে উজ্জ্বল লাইট বাল্ব, প্রশ্নবোধক চিহ্ন, মস্তিষ্কের আউটলাইন এবং বইয়ের চিত্র সংযুক্ত রয়েছে।","black, yellow, red, blue, white"
